cid,descrption
SWSA3073,"This course provides students with the
knowledge on the reciprocal relationships between human
behaviour and social environments. It introduces empirically based
theories and knowledge that focus on the interactions between and
among individuals, groups, societies, and economic systems. This
includes the examination of theories and knowledge of biological,
sociological, cultural, psychological development across the life
span; the range of social systems in which people live; and the ways
social systems promote or deter people in maintaining or achieving
health and well-being."
SWSA3083,"This course helps students understand the
basic principles and limits of scientific inquiry and their relation to
the practice of social work and social administration. Students will
examine the methods of qualitative and quantitative research design;
data analysis and interpretation; as well as the use of statistical
procedures and knowledge in social investigations. Students will be
oriented to the use of computer/statistical software such as SPSS for
data entry and analysis. It will also help students to acquire the
practical skills of research through planning and undertaking a
small-scale research project that is relevant to social work and
social administration practice such as evaluative research, action
research, and policy research."
SWSA3093,"This course identifies community problems
with the active participation of the community people and the
priorities of problem solutions using the community participatory
approach. It will examine the goals and development of community
work as a social work method and theoretical models of community
work. The course will identify and analyse issues and problems
specific to the practice of community work at the local, Asian
context."
SWSA3103,"This is a supervised field practice. It enables
students to gain understanding of the placement agency’s
philosophy, function, policy, service delivery, and the social
problems in its purview. It also attempts to help students apply
social work principles and internalise social work values through
direct practice. Students, through direct field-practice, are expected
to develop self-awareness and the ability to integrate knowledge
with practice with different target groups and a range of problems;
and to sharpen assessment and intervention skills as applied to a
broad range of social work roles in working with individuals,
families, groups and communities."
SWSA3113,"This course aims to: (1) Appreciate how
human beings, in different religions, cultures, and communities
throughout the ages, have responded to grief, illness, bereavement,
death, and dying; (2) Address issues related to coping with the
subject of dying and bereavement, and caring for the dying; (3)
Comprehend the complexities of current legal and ethical issues on
death and dying (e.g. advanced directives, euthanasia, suicide,
HIV/AIDS, etc.); (4) Provide an opportunity to assess one’s
personal beliefs, attitudes, values, and fears toward death and dying."
SWSA3123,"Integrative Seminar I aims at providing
students with a comprehensive orientation to fieldwork and
community settings. Students are psychologically and
professionally prepared to tune into the field situations and embark
on direct services. Conducted in the form of workshop, group
discussions, simulation exercises and others, this course provides
students with the opportunities to discuss, reflect, and integrate what
they have learned in both classroom and field settings to direct
practice. Students are helped to acquire the academic and
professional competence and confidence in their work with
clients/community people in the field."
SWSA3133,"This course aims to: review contemporary
theories and perspectives for understanding migrant workers with
particular reference to the socio-economic context of China;
critically examine the discourses on living conditions of migrant
workers; describe the service delivery system for migrant workers,
its resources and gaps and articulate ways to strengthen services and
reduce service gaps"
SWSA3143,"This course aims to: 1) introduce students to
the scientific field of Social Planning and Development, providing
elementary insights on-as well as elementary theoretical
understanding of – social planning and social development; (2)
introduce basic methods in social planning and social development
analysis; (3) provide students with the basic concept and policy
solutions proposed by developmental social policy, with regard to
social planning and social development studies."
SWSA4003,"This course reviews contemporary theories
and perspectives for understanding youth with particular reference
to the socio-economic and political context of Asia, as well as the
discourses on specific dimensions of youth in Asia. This course will
further examine and evaluate selected youth services and
approaches to youth work with a view to promoting positive
changes."
SWSA4013,"This course will introduce students to the
study of different types and constellations of social security systems,
as applied throughout all of Asia. The students will realise the
strengths and weaknesses, and current predicaments of social
security systems in Asia. Students will be able to provide
improvements and alternative solutions for current social security
problems (e.g. aging of society, impact of economic globalisation,
new gender roles, and low birth rates) in different institutional
settings."
SWSA4023,"This course introduces in particular the issue
of old-age security in aging societies and the issue of low fertility
rates in the context of financial stability of social security systems.
It examines and analyses complexities of multi-pillar old-age
security systems in times of rapid aging and rapid and lasting
fertility decline, particularly in Western, but also Asian societies.
The course introduces old and new concepts and theories of
providing old-age security and in devising social policies for the
elderly."
SWSA4033,"This course introduces in particular the issue
of health and long-term care in aging societies and the issue of
longevity and the rise of modern mass diseases. It will examine and
analyse issues of health care markets. The course introduces old and
new concepts and theories of providing health and long-term care
services, and devising health and long-term care policies for the
elderly."
SWSA4043,"This course provides students with a
comprehensive knowledge of the services and practice of residential
care. Students will examine the basic principles and characteristics
of residential care; and the effects of residential care on both the
residents and staff. The roles and functions of social workers in
residential settings will be discussed this course will devote to the
study of the process and tasks of residential care. The concepts of
therapeutic community and community care versus long-term
residential care will be analysed."
SWSA4053,"Building on the foundation of theoretical
knowledge and practical skills as acquired from the earlier micro
social work practice subjects, students will examine the application
of the theories and practise in working with families. This course
devotes also to the study of the structures, functions, and the
developmental stages of families and problems they may encounter.
The role of social workers in family services will be examined, and
the family policies and services will be analysed with particular
reference to the local context."
SWSA4063,"This course is designed to be flexible to allow
analyses and discussions on a range of selected contemporary issues
in Social Policy and Social Administration, which are
complementary to those ordinarily offered as an integral part of the
stream. Normally, no more than one such course will be offered in
any given semester."
SWSA4073,"This course provides students with an
understanding of the theories, scope, and causes of physical and
mental disorders. The different aspects of needs, problems, and
adjustment of both groups of handicapped persons will be examined.
Students will understand the methods of assessment, intervention,
and prevention of mental and/or physical disability. The roles of the
social worker and approaches in working with both clients and their
families will also be examined."
SWSA4083,"This course provides a basic understanding of
social welfare management and administration. It discusses the
problems, roles and tasks of social workers in human service
management particularly those related to the social work settings.
The course comprises both macro-management practices (e.g. the
shaping of organisational structure and processes of social welfare
agencies) and micro-management practice (entrepreneurship,
strategic planning, human resource and financial management,
social marketing, fundraising, quality control, etc.)."
SWSA4093,"The Final Year Project enables students to
appreciate and utilise relevant literature and research within their
discipline to engage in a study of an issue or problem according to
his/her interest. Under faculty member’s supervision, individual
student is helped to apply and integrate knowledge and fieldwork
experiences in his/her study. Students are encouraged to prepare the
project at the start of their final year of study."
SWSA4103,"The field practice provides students with
hand-on experience. It enables them to understand the agency’s
philosophy, function, policy, service delivery, and the social
problems in its purview; to sharpen assessment and intervention
skills as applied to a broad range of social work roles in working
with individuals, families, groups and communalities; to develop
the ability in applying and integrating classroom learning and field
practice with different target groups and a range of problems; and to
apply social work principles and internalise social work values
through direct practice."
SWSA4113,"As natural and urban disasters have occurred
increasingly frequently in the past decades, greater attention has
been devoted to the lack of preparation among social workers to
intervene effectively and offer help to survivors of these disasters.
The aims of this course are to increase knowledge of different types
of disasters ranging from personal disasters and to enhance
understanding of the social and psychological impact, and also
students will obtain knowledge of selected intervention
models/approaches for effective assessment and intervention with
individuals and their families affected by disasters."
SWSA4123,"This course aims to: (1) obtain knowledge of
the definition, types and prevalence of drug abuse; (2) increase
knowledge of various drug abuse treatment intervention models and
techniques for individuals, groups, and families; (3) develop skills
appropriate for work with individuals and their families including
those of various cultural and socio-economic backgrounds."
SWSA4133,"Integrative Seminar II aims at providing
students with a comprehensive orientation to fieldwork and
community settings. Students are psychologically and
professionally prepared to tune into the field situations and embark
on direct services. Conducted in the form of workshop, group
discussions, simulation exercises and others, this course provides
students with the opportunities to discuss, reflect, and integrate what
they have learned in both classroom and field settings to direct
practice. Students are helped to acquire the academic and
professional competence and confidence in their work with
clients/community people, and practise social work independently
in the field."
SWSA4143,"This course aims (1) to gain an overview of
mental disorders and mental health practice; and (2) have working
knowledge of practice models that have been identified as essential
for effective interventions with people having mental health
problems; (3) To instil service delivery ethics, recognition of ethical
issues and dilemmas, and ethical decision-making in mental health
practice."
SWSA4153,"Occupational Social Work, formerly known
as Industrial Social Work, which offers social work services in
occupational settings, serves both developmental and social security
purposes. The aims of this course are: (1) to enhance students’
understanding of the social and psychological situations of general
workers, particularly migrant workers from other provinces; (2) to
enable students to develop a thorough understanding of the theories
of Organisational Behaviour, Functional community work, Crisis
Intervention, and Positive Psychology; (3) to become familiar with
social work practice competencies that have been identified as
essential interventions in different occupational settings; and
sharpen students’ intervention skills in selecting contact points,
establishing service locales, employing major social work methods,
conducting social and psychological assessments, developing
referral protocols and conducting service evaluations in industry."
SWSA4163,"The aims of this course are: (1) to increase
knowledge of the mental, emotional and social dimensions that
contribute to, and interplay with, physical health and illness
experiences; (2) to enhance students’ understanding of current
policies that influence the delivery of healthcare and the barriers
that confront individuals and families affected by illness and
disability; (3) To explore selected theoretical approaches that are
known to be effective in healthcare practice with individuals and
families; (4) to acquire practice skills and techniques appropriate for
effective assessment and intervention with individuals and their
families in a variety of healthcare settings."
GDHC1053,"This course gives an overview of the
American Renaissance with emphasis on its history and literature. It
analyses the Transcendentalist period, Jacksonian democracy and
the reform movements of the time. With this framework around
both the intellectual background and the historical foreground, it
explores egalitarianism, the divinity in each man, as well as the
presence of evil of the human spirit represented by different writers
in the era."
GDHC1063,"The course provides an overview of the
American Dream in the history of American culture and literature. It
traces the trajectory of the Dream and uses it as the central concept,
to analyse the unique ways American writers have adopted to
represent their major concerns in their works, and finally to
compare and contrast it in the works by different writers, at different
times, in different genres, from different societal expectations, or
different value systems."
GDHC1133,"India, the inheritor of the Indus civilization is
a dynamic sub-continent with diverse cultural, religious and ethnic
background. This continent has a history of external occupation,
cultural interaction and exchange over the millenniums by the Vedic
Aryan, Greeks, Mongols, Persians, Arabs, Moguls and the
Europeans. This course perceives India not as today’s territorial
category governed by a particular geo-political reality but as a
cultural entity extended all over South Asia and beyond. This course
addresses the historical root of Indian civilization and social
heritages including religion and politics; medicine and health; social
and economic formation; ecology, food and dietetics; and issues
from present-day India such as; gender, sex and social hierarchy;
and economic globalisation."
GDHC1173,"This course is a social, political, and cultural
survey of the American musical theatre in the twentieth century. It
will examine its historical development in the United States,
significant genres and periods by focusing on selected important
masterworks. The course will consist of lectures, discussions,
presentation, class exercises, and written examinations."
GDHC1223,"This course explores the major political,
economic and social themes in modern American history, relates
America’s evolution to the rise of globalization, and prepares
students for global citizenship. Students enhance their critical
thinking skills through comparative analysis of America with other
nations, and through detailed investigation of concepts, processes
and events associated with turning points in American history.
Throughout the course students are guided to recognize the social
forces that transform the lives of individuals and mass populations,
and alter relationships between nations."
GDHC1243,"This course explores the major cultural and
intellectual themes in modern American history, relates America’s
evolution to the predominant issues in modern social discourse, and
prepares students for global citizenship. Students enhance their
critical thinking skills through comparative analysis of America
with other nations, and through detailed investigation of concepts,
processes and events associated with cultural themes in American
history. Throughout the course students are guided to recognize the
cultural influences that change the beliefs of individuals and mass
populations, and alter relationships between nations."
GDHC1283,"This multimedia course covers the role of
Russian women artists as cultural creators and witnesses from the
reign of Tsar Nicholas II to President Vladimir Putin’s fourth
presidential term. We shall look at the tragedies of twentieth century
Russian history as reflected in the verse of Marina Tsvetaeva and
Anna Akhmatova, the country’s two most important female poets,
and their celebration of its two historical capitals, Moscow and
Saint Petersburg, which were also depicted by the memoirists Irina
Odoevtseva and Nina Berberova. The course will explore the way in
which peasant women and girls are portrayed in the paintings of
Zinaida Serebriakova, an important representative of early Russian
modernism, and the stories of the Nobel Prize-winning writer
Aleksandr Solzhenitsyn. We shall also examine the representation of
the female experience and its associated traumas and hopes in the
literature, music, and film of the post-communist transition. Finally,
the course will include portraits of a selection of today’s female
celebrities who have impacted the nation’s culture."
GDHC1023,"This course is designed as an introductory
survey of modern European history. It aims at acquainting students
with the main developments in the history of Europe from the
middle of the eighteenth century to the present. It offers a
comprehensive and a close examination of these developments,
through a rigorous scrutiny of their origins, character, and evolution.
The course is, thus, an inquiry into the historical origins and
evolution of contemporary Europe. As such, it addresses directly the
fifth Programme Intended Learning Outcome of the General
Education Programme at UIC: the pedagogical objective of
developing in students the intellectual ability to “use historical and
cultural perspectives to gain insight into contemporary issues.”"
GDHC1033,"This course is designed as an introduction to
the history of modern European ideas and culture. It aims at
acquainting students with the central ideas and movements in
European thought and culture from the middle of the eighteenth
century to the present. It offers a comprehensive and a close
examination of these ideas and intellectual and cultural movements,
through a rigorous scrutiny of their origins, nature, and evolution. In
a similar way to Modern Europe, this course seeks to achieve the
pedagogical objective of cultivating in students the ability to “use
historical and cultural perspectives to gain insight into
contemporary issues.”"
GDHC1043,"Modernism is one of the most significant
intellectual and cultural movements in the history of the modern
West. Originating in the second half of the nineteenth century, it
became a leading mode of Western thinking and artistic expression
in the first half of the twentieth century. To a significant extent,
Modernism defines Western thought and culture today.
This course is designed as an introduction to the intellectual and
cultural history of Modernism. It starts with an historical overview
of European thought around the middle of the nineteenth century. It
then commences its analysis of Modernism by dissecting the
critiques of the modern West articulated by two of the leading
thinkers of Modernism: the philosopher Friedrich Nietzsche and the
founder of psychoanalysis Sigmund Freud. After that, the course
scrutinises the central movements in Modernist painting -
Impressionism, Expressionism, Cubism, Futurism, Dada,
Surrealism. This inquiry is followed by a sustained and rigorous
analysis of Modernism in literature, which explores in depth the
ideas and art of Modernism in the three main genres of literature -
fiction, poetry, and drama. The course concludes its exploration of
Modernism with a reflection on the movement’s historical
significance, and on its relevance to the world of the early
twenty-first century"
GDHC1093,"This survey course invites you to explore the
most influential faiths in the East with a measure of openness and
empathy: from Hinduism and Sikhism in the Indic cultural
traditions; to Confucianism and Shinto of the East Asian traditions.
In addition to elaborations on the richness of history and
appreciation of traditional spirituality, this course also seeks to
introduce a rich variety of topics of the living religions in the
evolution of a global civilisation, founded on the universal values of
peace, solidarity, justice, and liberty. The course is also a secure
foundation for further investigation of East Asian culture and South
Asian Studies."
GDHC1203,"In this course students will learn about key
events, ideas, and historical figures that influenced European
intellectual history in the 20th Century. Students will be introduced
to some of the major figures in 20th Century Europe, and will
explore fundamental ideas and psychology of events, that constitute
contemporary European culture and civilisation."
GDHC1213,"This course introduces students to the
beginning of Western civilization. Starting with the world of Homer
and Hesiod in ancient Greece, and working through the beginning
of the Christian Age in the Roman period students will investigate
and analyse key events, ideas and historical figures that impacted
and influenced today’s European culture."
GDHC1233,"This course gives a thematic overview of the
major achievements and problems in the Middle East in the
twentieth century, with emphasis on culture. It analyses the
relationship between economic development, social ideas and
cultural expressions. It introduces the main themes of political
discourse, and discusses the tension between traditional religious
views and rapid secularization. It explores Middle Eastern society
through both major social movements and daily life, in rural and
urban settings."
GDHC1253,"This course introduces students to specific
themes and approaches of understanding Chinese civilization and its
legacies in historical perspectives through the Westerners’ eyes. It
explores the question of what constitutes “China” from a variety of
conventional European-inspired historical perspectives, and testifies
a multiplicity of intellectual thoughts and attitudes that Westerners
have brought to their attempts to deal with the phenomenon of
China. At the end of the course, students are expected to have
developed a critical reading and thinking ability to explore the
universal values, attitudes, and the way how the West has
understood China in the context of West-dominated historical
narratives."
GDHC1263,"This course offers a comprehensive
introduction to the diversity of the development of Southeast Asian
civilization before the rise of modernizing indigenous states and
Western imperialism from earliest times to 1500. Crossing both
national and regional perspectives, this course introduces key
elements of Southeast Asian history, geography, language, popular
beliefs, artistic achievement, maritime and overland trade, state
formation, gender and social relations. Throughout the course
students are guided to identify and recognize Southeast Asian
region’s interactions with the outside world, such as India and China,
and enhance their comparative analytical and critical thinking skills
by examining the ways in which Southeast Asians adapted new
external ideas and technologies that shape the lives of mass
populations and the civilization of each nation in the modern day
Southeast Asia."
GDHC1293,"This course will introduce the diversity of
Asian cultures and music development in Asia. Its geographic
coverage spans from East Asia (China, Korea, and Japan) to
Southeast Asia (Indonesia), as well as South Asia (India) and
Central Asia (Mongolia). It will focus on selected and representative
musical cultures and genres as well as their historical background. It
will introduce a careful selection of Asian music, culture, genres,
and the performing arts in their cultural and historical context.
Cross-cultural issues will also be raised in this course."
GDHC1073,"This course is billed as a comprehensive
introduction to the history of Buddhism as a transnational religion
in Asia. It covers the Buddhist traditions as it has developed in the
Indic cultural region, Central Asia and East Asia. It provides
students with a general knowledge of Buddhist historical
developments, the life of the Buddha, key concepts and monastic
practices, so as to lay down a foundation for a better understanding
of the Buddhism in world history. It aims to underline common
threads of historical facts and movements which unify the Buddhist
world. In addition to chapters from the prescribed textbook, John
Strong's Experience of Buddhism will also provide students with
structured access to the foundational texts of this great tradition."
GDHC1083,"For students of any religion or none, this
survey course, with the focus on classical antiquity, helps them
explore the diversity of ancient faiths that influenced East and West:
from the Egyptian traditions, religions of Mesopotamia and Persia,
to Judaism of the biblical period, Greco-Roman beliefs and early
Asian traditions. In addition to elaborations on the richness of
history and appreciation of traditional spirituality, this course also
seeks to introduce a rich variety of topics in the evolution of ancient
empires, founded on the roots of the western civilisation. The course
is also a secure foundation for further investigation of Classical
Studies and Western history."
GDHC1143,"This course explores the historical
development of the world's critical environmental problems in the
twentieth century. It centres on the evolution of industrial culture in
the West and its international effects on societies and biospheres. It
examines various categories of solutions: proposed, failed, and
successful."
GDHC1153,"This course centres on the major trends and
problems in twentieth century popular culture around the world. It
discusses the evolution of mass culture and in particular the role
played by mass media. It analyses the relationship between
economic forces, culture and society, and the roles played by
corporations and key individuals in the arts and media."
GDHC1183,"This course will examine diverse conceptions
of nature and of man’s place in nature in different periods of history
and in different cultures throughout the world. The course will
explore the way in which religious traditions, philosophical thought
and cultural traditions both influence people’s view of nature and
are influenced by evolving conceptions of humanity’s relationship
with nature."
GDHC1193,"This course will provide students with the
ability to recognise philosophical themes in movies and analyse
how such themes are handled in terms of both philosophical depth
and logical consistency. Students will discuss important moral and
metaphysical issues as they are portrayed in contemporary movies
and develop the ability to debate philosophical issues both orally
and in written assignments."
GDHC1273,"This course offers a comprehensive
introduction to the interactions and events of human histories with a
focus on migration in global and contemporary perspectives. The
course examines the process and significance of human movement
across the globe throughout history, including the origins, impacts,
adaptations, interconnections, and contestations associated with the
rise of civilization, global economic, political, ideological, and
cultural flows since the prehistoric period. The comparison and
contrast of the rise of civilization in different regional and temporal
contexts will also be covered in this course, seeing how the
migration processes in the past affect how we perceive our identity,
nation, and the universe in the present world."
COMM1023,"The aim of this course is to provide an introduction to the basic
concepts, processes and contexts in the study of communication. The
course explains listening, perceiving, using verbal and nonverbal
communication, and establishing climate. Then these processes are
applied to various contexts such as interpersonal, small group, public,
organizational, intercultural, mass communication, personal, and social
media. Students will acquire the knowledge of communication concepts
and processes and establish the link between fundamental concepts and
various communication phenomena and contexts. The course eventually
discusses the practices of communication in various areas, namely,
journalism, public relations and advertising, cinema and television, and
media arts and design, and the challenges and opportunities in the era of
new media."
DS2023,"This course introduces the concepts, principles and techniques of data
analysis using python the programming language in domain specific
fields. Students will learn about the basic concepts of data analysis and
how to write and organize Python programs using control statements,
functions, modules, and how to use Pandas module to do basic data
analysis and visualization. After learning this course, students will know
how to edit, debug, run Python programs and perform data analysis."
ENG3823,"Critical Thinking in English is designed to facilitate the improvement of
our students’ skills in logic and argumentation, whilst at the same time
acting as an advanced language course. The course acts as an
introduction to various elements of critical thinking including
argumentation, rhetoric, and debate. In developing these skills students
will apply critical thinking to real-life situations and issues, which will
help develop their understanding of the English language, and students
should expect to improve their confidence and clarity in both spoken
and written English. The overall aim is thus to educate students on how
to use critical thinking in English to develop both their academic work
and analytic capabilities more generally."
ENG3833,"The course primarily aims at opening up for students a range of
experiences with reading and listening, further enhancing their literacy
skills. It empowers students to:
(1) engage in interpretive reading and listening
(2) create meanings and experiences from what they have read and heard
(3) express their personal responses to written and spoken literary works
and song lyrics."
ENG3843,"This course aims to improve students’ professional public speaking
abilities in English through a multi-cultural analysis of different oral
communication models, styles, and practical speaking opportunities. The
course provides a range of communication theories, vocabulary,
semantics, and contexts; all of these are aimed at increasing confidence
and communicative competence, in English, in a variety of settings. The
main focus is to increase students’ ability to speak in any situation."
ENG3853,"This course aims to develop and improve students’ ability to become
more verbal and confident with both speaking and overall
communication through active pronunciation, read-aloud, and oral
interpretation experiences. The main course objectives are to provide
students with the linguistic and critical-thinking skills to interpret and to
advance effective verbal and non-verbal communication in personal,
professional, and community situations."
SOC1083,"It has been an interesting debate over centuries whether the construction
of gender and sexuality in human society is biologically determined or
socially constructed? Biological determinists and religious arguments
claimed about the by-born nature of male and female whereas feminists
and social scientists emphasized the social and cultural construction of
gender and sexuality. This subject address topics from the debate
including “Masculinity vs. Femininity”, “Politics of Sexuality”, “Rise of
Feminism”, “Love, Marriage and Family”, “Women and Gender across
China”, “Western Interpretation about Chinese Women”, “Chinese Man
and Tobacco Consumption”, etc."
WPEX1003,"The water extended course is taught in experiential learning way which takes the basic technical of
kayak, rescue, team competition, maritime travel and other projects as the carriers, achieving the goals
of promoting self-knowledge, mental quality and team spirit with the help of multiple natural
environment such as lakes, seas, and islands. This course can promote students' abilities in cognition, intention, perseverance, leadership, dedication and other aspects mainly through team building, practical simulation, self-breakthrough, reflection, sharing and other parts."
WPEX1003,"The base extended course is taught in experiential learning way which themed on ""Trust, Collaboration, Innovation, Self-breakthrough"", guided by the integrative activities involving physical, intelligence and
skills. This course adapts a sub-group mode, using ground, medium-altitude, high-altitude, display, sharing and other types of programs. It aims at achieving students' cognition, inclusion, bravery, dedication, self-breakthrough and other excellent qualities as well as excellent team spirits, cultivating
the talents who have the characteristics of ""In knowledge and in deeds, unto the whole person""."
WPEX1003,"The course aims to develop students’ self-motivation and understanding of team spirit, encourage
positive attitude and active lifestyle. It is designed to prepare students for participation in a wide range
of wilderness and backcountry activities, including wall climbing & repelling, trail walking and outdoor
team building games that emphasize a unique teaching and learning process, which combines direct
experience with guided reflection and analysis. Through processing and discussions students are
encouraged to share personal experiences, understanding and emotions with each other. Team spirit and
personal willpower will be promoted through this process."
ENG3803,No data
ENG3813,No data
ENG3903,No data
COMP4153,"With the exponential growth of program trading in worldwide financial industry, Quantum Finance and its underlying technologies including quantum field theory and chaos theory become one of the hottest topics in the Fintech community. Many worldwide financial institutions and fund houses have the needs to recruit computer professionals with basic knowledge on quantum finance to develop intelligent financial systems. The objective of this course is to teach students the basic knowledge of quantum finance and its underlying theories and technologies including quantum field theory, chaos theory and chaotic neural networks and how to apply these technologies to finance industry to develop intelligent financial prediction and trading systems."
PRA3113,"This course aims to equip students with foundational advertising photography and video production theory and
skills, to better prepare them for the professional field of advertising and public relations. By successful completion
of this course, students are expected to be able to 1)
Critically analyze works of advertising on multimedia platforms; 2) Produce and integrate the production to the
central strategy of a campaign."
JOUR3233,"This course is an introduction to International
Communication as both histories and the restructuring order
in political economy and culture in the contemporary world. We will trace major changes since the Cold War period when communications have come to constitute one most
dynamic industry and the concept of ""nation"" has been
increasingly questioned as a fruitful framework to
understand the globalization of communication. This will remain as one focal point in our discussion along the
semester."
TRA3123,"This course aims to provide students with basic training in
computer-aided translation (CAT), helping them acquire knowledge in and understanding of CAT, machine
translation (MT) and other translation technology utilized
by translators in the industry. Significantly, this course
equips students with hand-on experience in the application
of MT and CAT tools, including Trados and/ or Déjà vu:
technology designed to increase translation efficiency and
enhance translation quality."
WPEX2003,源于战国时代的龙舟是我国一项喜闻乐见的集体育与娱乐一体的民族传统体育活动，在急鼓声 中划刻成龙形的独木舟，做竞渡游戏，以娱神与乐人，是祭仪中半宗教性、半娱乐性的节目。 早在 1980 年，龙舟就被列入中国国家体育比赛项目，各地每年都要举行各种形式的龙舟比赛。 本课程主要教授赛龙舟的基本理论知识、基本技术、技能和比赛的基本规则，介绍赛龙舟在国 内、外发展的最新动态与发展趋势。本课程教学结合龙舟运动的特点，普及水上运动的基础知 识，增强学生的体育意识，发展学生力量素质和协调性，有利于心肺功能的改善和提高，培养 学生团队协作精神、顽强拼搏精神，促使其身心全面发展。 *特别提醒:龙舟课程将会集中在周末时间上课，具体时间安排将会在第一堂课上告知。如果周 六、日没有时间上课的同学请谨慎选择。
COMP4163,"This course presents the principles and applications of Neural Network and Deep Learning, which is a branch of Artificial Intelligence. This course focuses on the use of deep neural network and big data, the applications of which are changing the way we live in our modern world. Students will learn about fundamental concepts as well as state-of-the-art tools and techniques."
ENG1063,"This course aims to improve students’ ability to write trend and feature descriptions as well as short summaries on information presented in infographics, such as charts, diagrams, graphs, and tables, for academic purposes. The course will include visual information used in various fields of academic study and online media. The main focus will be on written texts, but students will also verbally
discuss trends and features of infographics in order to improve their presentation
skills."
SOC1093,"This course aims to: 1. Familiarize students to the complexities and diversity of the modern society in
local and global context. 2. Examine the contemporary social issues based on different social perspectives. 3. Apply the acquired perspectives in their daily lives."
RUS1003,"This course is an intermediate level of Russian language. Designed for students who have the basic knowledge of Russian, it aims at continuation of building their
linguistic and communicative skills in the four areas of language learning, i.e., listening, speaking, reading, and writing. By the end of the course students will acquire a vocabulary that will enable them to go shopping in a Russian cultural context and to order a meal in a restaurant. They will learn to talk about their university studies and life on campus. Special emphasis is placed on enhancing
grammar skills and vocabulary through classroom assignments and drills as well as structured exposure to contemporary Russian cultural productions. Materials
for analysis and discussion include short literary texts (adapted for intermediate
learners), films, music videos, and internet resources such as Russian social media. All texts and materials (except the required textbook) will be distributed by
the instructor."
GDHS1023,"This course aims to: 1. introduce students to the concept of digital literacy; 2. raise students’ awareness of how various media shape our communication, social identities and social practices; 3. develop the critical skills to analyse the effects of media and technology on
language, meaning; and communication; and
4. enhance students’ digital literacy skills through critically engaging with the
interaction between language, media and technology."
STAT3053,"- AIMS & OBJECTIVES
1. To introduce the applications of statistical methods in real data analysis.
2. To enable student to visualize and analyze data by statistical software SPSS.
3. To familiarize students with the popular statistical software SPSS in data analysis.
4. To provide hands-on practice with real life data.
5. To provide a stimulus for the student to take a greater role in her/his data analysis.

- COURSE CONTENT
1. Getting started with SPSS and data file learning
2. Data description: graphical and numerical
3. Comparing groups
4. Looking at distributions
5. The normal distribution and its testing
6. Testing a hypotheses about two population means
7. The tests for paired data
8. Comparison for means in several populations
9. Measures of association and related testing
10. Linear regression and correlation
11. Analyzing residuals
12. Multiple regression
13. Modeling techniques and statistical diagnostics
14. Categorical data analysis
15. Contingency table and its statistical analysis"
EBIS3103,"The explosion of social media and the computerization of every aspect of social and economic activity have resulted in creation of
large volumes of mostly unstructured data. Today, we have the ability to reliably and cheaply store huge volumes of data, efficiently
analyse them, and extract business and socially relevant information. Therefore, local and global businesses are investing heavily in
using data analytics to drive substantial enhancement in business models, business processes, and customer values. This course
provides students with a solid understanding of the principles, methods, and technologies for business analytics to drive business
innovations. It places special emphasis on working through applications and examples of analytics in the real world, while offering
an accessible overview on some of the fundamental techniques in business analytics."
CCM2133,"This course aims at exploring the basic concepts of art history and cultural heritage in China, in order to tackle misconceptions about
Chinese history and civilization. It also investigates possibilities of utilizing 3D technology in studying art history and cultural
heritage of China. With course materials such as 3D models and online videos, students can observe artifacts with their own
perspectives. Students are also required to create an English video clip introducing their selected 3D model of artifacts. After
completing this course, it is expected that students will be able to generate 3D models and will also develop appropriate skills to
examine a variety of historical sources."
MAD3143,"Media Arts and Design students are encouraged to undertake a professional internship during their study. The student should
complete at least 160 hours of experience. A Job description outlining the completed work function in the internship must be
submitted upon completion. The student must also give a presentation on the benefits of the internship. Students will be required to
link their main internship task to topics and other resources derived from their learning experiences in their programme through
these forms of evaluation. Both the employer and the student file report with the MAD Programme after the internship, detailing
their internship experience."
GLD3093,"This course aims at familiarizing students with the most relevant, up-to-date trends of rural economic reforms and development in
China in the age of globalisation. The course intends to highlight the historical and on-going reforms in rural countryside and its
development’s drivers, constraints, challenges and prospects, at a time of a new wave of industrialization, urbanization and
transnational economic integration."
MCOM2073,"This course examines the history of the cultural production, circulation and consumption in East Asia in which the textures of
mentality and experiences are constructed into popular narratives which recur and are re-contextualized in global cultural industry.
With a focus on the interlocked relationship between textuality and historical conditions, students are expected to explore how the
historical relations of East Asian capitalistic-socialization process, given by global political economy, has been co-evolving with the
generative and circulation processes of various themes, motifs and subjects, explicitly or implicitly, embedded in the cultural texts
such as literary works and film.
The primary goal of this course is to provide students with a phenomenological angle to look at the formative process of
heterogenous textures in global configuration and to consider the homogenous logic of various cultural formations in the present
transnational circuit in East Asia."
