course_code	course_description
MAD3153	This course introduces the foundational processes and techniques required for UX&UI Design. Following a user-centred design technique, students will be put more in touch with the users' true needs, thereby developing solutions that would work for the intended audience. The approach to UX Design in this course involves user data analysis, creating personas, understanding ideation, as well as building prototypes. For UI Design, this course will explore the entire workflow from information architecture development, wireframing, visual design and usability testing.
MAD4113	Combining art and technology, bringing together ideas and materials, and improving daily lives while protecting the health of society and creating new opportunities for industry is a creative discipline. This course will produce students who come up with imaginative design proposals and creative solutions that may in turn be produced on either small or large scale. Students will attain knowledge in, and understanding of, the use of both common and new materials that can be used for designing new products or objects. It will provide students with an understanding of the basic processes and materials that are used when new products and objects are designed. They will be required to participate in different projects when developing their understanding of the intimate link between the right choice of materials and processes on the one hand, and the look and performance of products on the other. Students wishing to pursue 3-D related courses will in particular benefit from this subject.
MCOM1013	This course provides a critical survey of the field new media studies and communications. It begins with thinking about the individual as living in a fast-changing new media ecology; it then examines the political-economic and cultural aspects of new media as it develops in contemporary societies such as the U.S. and mainland China. The course will introduce students to some leading research as well as creative works on new media developments in order to explore the role of new media and media practices in modern life.
MCOM2003	This course explores both the practical and theoretical dimensions of media studies and introduces the discipline as a social process and as an academic field.
MCOM2013	A broad spectrum of theoretical development is explored encompassing mass communication theories on history, technology, and production. Application of the theories is an important component of the class, especially within the context of media industry in Chinese society in order to provide a theoretical framework to meet the dynamic changes in the discipline of communication.
MCOM2033	This course introduces the techniques of basic news and feature writing, develops students' abilities to read foreign news outlets regularly and work with professional sources.
MCOM2043	This course aims to equip students with the knowledge involved in analysing documentary films. Through lectures, discussions, and projects, students will learn the skill required in evaluating non-fiction storytelling, filming, and editing sound and images.
MCOM2063	To enhance student's awareness of the possibility as well as the limitation of images in news reporting, and to develop their ability in producing visual report of news events independently. In response to the digital technology that has become widely used in today's news business, this course will equip students  with basic knowledge in handling, transmitting and preserving the quality of image files captured by digital devices.
MCOM2093	This course examines representations of journalists and journalism in the popular culture, focusing on TV and film. The secondary emphasis will be on the influences on different types of journalism (i.e. investigative reporting, war reporting, political journalism), different issues in journalism (i.e. objectivity, ethics, Fourth Estate role, sensationalism, commercialism, whistleblowing), and how gender, sexuality, nationality, and ethnicity inform journalistic practice.
MCOM2103	This course aims to equip students with the skills necessary to create a wide variety of media content relating to the entertainment industry in the convergent media era. The background of the entertainment industry, including its history and development, and ethical and legal concerns will be outlined. The students will then create a variety of content, including media reviews, interviews with media professionals, feature articles, and a short multimedia video. This will be capped off in a group project where students have to design and app or website in which to present the media content they have created during the rest of the class.
MCOM2113	The aim of the course is to prepare students to report on internationals news with a focus on international organizations. Four types of international organizations will be covered, namely the UN, the UN affiliated organizations, financial and monetary organizations and quasi-governmental organization. Familiarise students with how international organizations are structured and what should be taken note of when reporting on their activities. Different types of international organizations will be covered.
MCOM3013	The course analyses as practical aspects of rhetoric contents of the contemporary media and communication processes. The course will introduce students to the theory and fundamentals of rhetoric in order to critically analyse the contents of mass media and communication processes concerning the elements of rhetoric and their functions.
MCOM3033	MCOM students are required to undertake an internship. The internship is normally of at least six weeks full-time employment or professional practice during the summer between  the third and fourth year. Students are required to conform to all reasonable requirements of their internship employer. Each student will be asked to write a reflection of no less than 1000 words after the internship.
MCOM3043	This course examines the role that tourism plays in contemporary society. Emphasis will be given to the influences that media has on tourism practices, including photography, the tourist gaze, marketing, impact on locals, issues concerning authenticity, and the influence of media.
MCOM3053	The main goal of this seminar course is to serve Y4 students in preparation for Final Year Project to situate their research concern in a theoretical coordinate. This reading course will offer students the opportunity to critically interpret the history, applications and limitations of several theoretical and methodological approaches to the study of contemporary global culture and to construct a theoretical framework for their research projects.
MCOM3063	Social media has permeated the daily lives of many people. This has brought new opportunities as well as challenges to media and communication studies. Many tools are now available for social media analytics, among them is Python as one of the most popular programming languages for data analytics. Upon completion of the course, the students will have acquired basic skills in using Python programming language to mine social media data for digital media studies and research. In addition, it has become more important for journalists to be equipped with data skills so that they can explore new forms of journalism. Skills learned in this course on data visualisation can also be applied to data journalism and other research skills for media content production.
MCOM3073	This course examines a) the aims, scope and development of the fields of risk and crisis communication, b) approaches to studying risk and crisis communication processes and effects, and c) strategies and challenges for communicating risks and crises. This course offers a comprehensive overview of the fields, including fundamental concepts, important theoretical perspectives, numerous previous studies, and a wide variety of topics and cases. Overall, this course addresses the psychological, behavioural, social and political implications regarding the communications of risk and crisis events. By the end of this course, students will have a more in-depth understanding about the roles of media and communication in the risk society and in times of crisis. Students will also develop critical thinking skills to evaluate and analyse assorted risk and crisis communications in real life.
MCOM3113	This course aims to further equip students with the knowledge and skills involved in producing a short documentary film. Through lectures, discussions, and practical hands-on sessions and projects, students will continue to learn and refine the application of the techniques required in non-fiction storytelling, filming, and editing sound and images. This is a practical course toward developing a 20-minute documentary FYP.
MCOM3133	This course delves into the legal issues confronting journalists and media professionals. Students will  become familiar with these issues, as well as learn the history of cases involving such issues, and how professionals have addressed these issues in practice. By studying the law and ethics, students will develop an understanding and a toolkit needed to address such issues in their academic study and professional practice. Principles will be considered in light of practical examples from a wide variety of media and circumstances. Given this, critical and analytical thinking will be emphasised in this course, although some basic memorisation is also required.
MCOM3163	This course serves as an introduction to the field of intercultural communication by looking at the practical application of theory and research, particularly in acknowledging the influence of context and power in intercultural interactions. It identifies the key intercultural communication challenges both at home and abroad and how those challenges affect people, their jobs, and their relationships. It focuses on the strategies and skills needed to deal effectively with these challenges in a broad variety of interaction contexts.
MCOM3173	The aim of the course is to help students to be informed consumers of media, to examine gender and diversity portrayals in the various media, and to explore how the media industry and culture treats gender and identity. These objectives will result in a raised awareness of how both sexes can participate equally in the world around them.
MCOM3183	The aim of the course is to help students to be informed consumers of media, to examine Media Persuasion theory, forms and uses in the various media channels, and to explore how the media industry and culture treats persuasive messages. These objectives will result in a raised awareness of how Media influences society.
MCOM3193	This course introduces students to a variety of journalistic epistemologies, including their theoretical and practical aspects. The course emphasizes not only practice with these epistemologies, but also a theoretical understanding of how these epistemologies have evolved. How they impact journalism regarding writing, publication, distribution, and consumption will be covered as well.
MCOM3203	This course emphasizes the language use of contemporary journalism from a critical linguistic perspective. Students will learn basic and intermediate linguistic concepts and analytic tools. They will then learn how to apply these tools to analyse a variety of news texts, both written and visual. This will emphasize both a greater understanding of language use in production of the students own news texts and a critical understanding of the language use of other news texts.
MCOM3223	Students will be acquainted with international news in terms of both its content and the processes by which it is produced in order to engender an appreciation of the special problems and situations of this type of news as compared with domestic news. Reading, audio-visual materials and visits will provide knowledge and experience about foreign correspondence and the people and organisations that carry it out. Students will be encouraged to critically appraise the international news they receive on a daily basis and suggest ways to appreciate it better and to improve it.
MCOM3243	This course aims at enhancing the students ability in handling information for news purpose in the bilingual context of Hong Kong. Emphasis is put on developing the students sensitivity to the difference between the Chinese and English language and awareness of the cultural role of the news translator. Against this background, principles and methods appropriate to a variety of contexts of news translation are introduced.
MCOM4023	In this course, students work on the editing of multimedia productions in a collaborative fashion. The course provides continuing opportunities for students to develop their professional skills and knowledge of magazine production.
MCOM4043	This course will examine ideas and issues involving the role of the media in the western tradition. It introduces to students the key works in the history of liberalism which have guided the development of media institutions in modern society. It then takes students to contemporary issues regarding the contentious practices and understandings of media and journalism.
MCOM4063	The aim of the course is to prepare students to report on economic events and provide a global perspective of economics and finance. It aims to prepare them to work on the business desk and understand the main concepts and themes of the news which these desks will cover.
MKT2023	This course aims to provide students with the knowledge of the fundamental and critical impacts of Internet and how it changes traditional marketing. Prevailing techniques in understanding digital marketing opportunities, challenges, and strategies and design of digital marketing plan will be included.
MUS1043	This course is designed to further the students appreciation of various types of film music from late 19th century to nowadays. Student will understand the collaborative process of various aspects of film music, the art of creating music specifically for film and how it complements the action in a film. It  also aims to enhance students musical experience by developing listening skills in order to recognize and analyse the techniques used in music composition to highlight or accompany the visual content. Film clip examples in class and reacting to the aural & visual material will help students to absorb new terminology and concepts specific to music and film production to be used throughout the course.
MUS1083	This course focuses on two main Areas of Study (AoS). AoS1 Practical Choral Skills aims to develop the practical skills of students in choral performance and provides opportunities within the weekly UIC Sinfonia Chorus rehearsals for the study and performance of choral works in the western classical tradition. This course will culminate in an end-of-semester concert. For AoS2 An Introduction to Choral Music students will learn about, and gain familiarity with, significant choral works of the western classical tradition. In particular, works will be analysed in terms of their form, instrumentation and texture, their historical and cultural contexts, and in relation to musical styles and genres.
MUS1103	This course focuses on two main Areas of Study (AoS). AoS1 Orchestral Training aims to develop the practical skills of students in orchestral performance and provide opportunities for the study and presentation of orchestral music. In AoS2 Orchestral Repertoire students will explore key orchestral works in the standard repertoire and investigate the development of the symphony orchestra itself, from the Baroque period to the present day. Issues relating to developments in instrumentation and musical language will be considered. In addition, historical and aesthetic developments will be examined.  * Please note that all students must read music and play an orchestral instrument to a standard appropriate for an end-of-semester concert. *
MUS1113	The aim of this course is to develop music listening skills and appreciation of music from around the world. Students will study various musical genres focusing on music in a global context and will be able to identify (i) the essential differences and overlapping similarities of the elements of the worlds music; and (ii) organising principles of these musical elements by affective listening. Students will recognise and identify the music of many cultures. Major objectives are to distinguish given music genres, and to comprehend the roles and functions of music in the world.
MUS1153	The Art and Craft of Songwriting aims to empower the student to develop musical and creative skills such as lyric creation, rhythmic lyric structure, melodic flow, song form, and harmonic originality. As an essentially practical course, skills will be learned through studying techniques and the analysis of popular songs. No previous formal music study is assumed for this class; however, it will be necessary for students to have some facility in performing an instrument, writing music, or the ability to record sound files in MP3 format.
MUS1163	The course will help students develop an understanding and greater appreciation of Western music by examining its basic materials and theoretical practices. It is designed to present the materials and fundamental principles of Western tonal music. Western tonal music represents one of the major global cultural influences of the 21st century, and a greater understanding and appreciation of its guiding principles will not only aid students in experiencing live and recorded musical performances, but will also lead them to a deeper appreciation of Western musical culture. In addition, the principles of solfge technique will be introduced. Simple and compound rhythms will be performed and written for dictation. Melodies in major and minor keys will be sung and written for dictation. In addition, metre, scale, interval, figured bass and harmonization of a melody recognition exercises will be introduced and students will be asked to comment upon given works.
MUS1173	This course develops foundation skills in the students instrument technique. Students will study different performance skills according to instrumental branch. In addition, all students will study technical exercises and works of contrasting styles relevant to their instrument. Instrument-specific repertoire knowledge will be acquired through lectures, analysis of scores and listening through in class performances and assignments.
MUS1223	The course aims to advance students performance ability. Students will perform and listen to different performances by colleagues. Students will also learn to write concert program notes.
MUS1243	The course aims to advance students performance ability. Students will perform and listen to different performances by colleagues. Students will also learn to write performance reviews.
MUS2013	This course is designed to further the students appreciation of Western classical music from the Baroque era to the Classical era, with an emphasis on specific musical styles, cultural backgrounds, selected composers and their compositions. It aims to enhance students' musical experience by developing listening skills and knowledge of diverse forms, genres, and forms of instrumentation. Major composers and their works will be placed in musical, historical and cultural contexts. Weekly lectures featuring demonstrations and reading will focus on great Baroque and Classical music composers from 1600 to 1800 and their contributions to music. Emphasis will be placed on developing a thorough knowledge of music history, literature and musicianship. Exercises will aim at improving music listening skills by learning how to identify instruments in solo, chamber, and orchestral music. Students will also develop musical language, recognise notes and rhythms and terminology for that purpose.
MUS2023	This course is designed to study Western classical music from 1800 to 1945, with an emphasis on Romantic and modern musical styles, culture and composers. It aims to enhance students musical experience by developing listening skills and knowledge of diverse forms, genres, and forms of instrumentation. Major composers and their works will be placed in musical, historical and cultural contexts. Weekly lectures featuring demonstrations and reading will focus on great Baroque and Classical music composers from 1800 to 1945 and their contributions to music. Emphasis will be placed on developing a thorough knowledge of music history, literature and musicianship. Exercises will aim at improving music listening skills by learning how to identify instruments in solo, chamber, orchestral music. Students will also develop musical language, recognise notes and rhythms and terminology for that purpose.
MUS2033	This course is designed to develop the  musical ear to recognise and interpret rhythm, pitch and musical patterns and to improve general musicality at the intermediate level. The course also develops fluency with musical notation, musical memory and inner hearing. Students will develop skills in sight singing, and listening, receive training in the ability to sing scales, melodies, chords, and rhythmic patterns and be able to demonstrate the ability to transcribe tonal music accurately.
MUS2113	This course aims to develop the students creative skills focusing on lyrics writing, rhythmic cohesion, melodic and harmonic originality, song forms, and making a recording. After an introduction to musical terms and concepts, students will apply specifics aspects of songwriting in various musical styles. The course concludes with students writing a full-length song based on the skills and knowledge learned during the semester.
MUS2123	The course will illustrate different key areas of music business such as music & arts management, music production and merchandizing, publishing and distribution. The structure and mechanism of music industry in different country will also be introduced by studying different business cases and data. It will help students to think critically and managerially about the future music and discern different possibilities of their music career path.
MUS2143	This course explores various musical traditions, genres and instruments in China. By the end of the course, students should be able to identify the salient features of a given musical genre and comment on its historical, ritualistic and aesthetic contexts. In addition, students should demonstrate an awareness of the different types of notation and their relationships to performance.
MUS2153	This course examines key issues in the psychology of music, including cognition of musical structure, emotion and meaning in music, development psychology of music and psychological approaches to performance, with specific reference to their application within the field of music education. Important theorists and their studies will be discussed.
MUS2183	The course is designed for students who have learned the piano for a number of years, who wish to advance their knowledge of the keyboard repertoire and develop musical and technical skills. Focused on keyboard music of the 17th-18th centuries, the course will help students gain a comprehensive overview of the development of the keyboard and consolidate their knowledge of important works in the keyboard repertoire. Students will learn to distinguish the styles of Baroque and Classical music and performance practices of those periods. Through practising and performing works by major composers such as J.S. Bach, Haydn and Mozart, students will acquire essential knowledge on piano playing, such as tackling counterpoint, terrace dynamics smooth scales and arpeggio work, balance and phrasing.
MCOM4093	This module aims to provide students with an understanding of the intricate relationship between technology, culture and literature. Beginning the industrial revolution, it will critically trace the major theories and texts of this genre, including but not limited to Science Fiction, and give students a solid understanding of how technology is increasingly becoming a second nature to human lives.
MUS3073	Through weekly rehearsals, students develop essential ensemble and musicianship skills. Students must join one of the Music Programme ensembles currently available Orchestra, Choir, Chamber Ensemble, Jazz Ensemble and Chinese Music Ensemble. It is anticipated that additional ensembles will be opened in the future. Each semester, there will be a minimum of one public concert arranged for all players in each ensemble. In addition to the practical rehearsals, students will be given reading, writing and listening assignments to broaden their knowledge of related repertoire. Please note that enrollment for each ensemble is dependent on an audition to be conducted at the beginning of the semester. Moreover, students who are admitted to a particular ensemble for Ensemble A I must remain in the same ensemble for Ensemble A II.
MUS3263	This course is designed to complement the learning in the course Principal Study I Performance. Students will perform and receive feedback to improve their musical understanding and instrumental techniques. Students will also write two long essays on their own performances justifying their performance approaches. These essays will be analytical and will provide detailed examples of musical structure, phrasing, stylistic comprehension and performance techniques.
MUS3283	This course is to teach vocal students how to explore the anatomy, physiology, acoustics, pedagogical techniques, and methodology in vocal teaching for solo, studio, classroom, and ensemble. The teaching skill and knowledge needs to include the function of the voice for male and female, four language (Italian, German, French, English), effective vocal production in both studio and ensemble in the twenty-first century. Students will be expected to explore the teaching experience through weekly voice lessons followed by reading, research, presentation, and discussion. The selected repertoire in four major language and the historical background of each piece will be chosen from the middle ages to the present day
MUS3303	Musical theatre is a form of theatrical performance that combines songs, spoken dialogue, acting, and dance. It is our goal to teach students the skills necessary to be successful in the popular and competitive professional musical theatre world. To develop that skill-set, students receive a broad education in all three area of Music Theatre. Additional training is given in Musical Theatre specifically to help students learn how to use some analyse skills of these areas together in the particular genre that is the American Musical and other Musicals in the world, students also have opportunities to learn about the history background and Musical composition skill from this course.
MUS3313	This course develops students awareness and provides hands-on, real-world experiences of music and entertainment as a business in the 21st Century.  Students will conduct self-directed research into their future career path in addition to developing and applying strategies for independent music success. This will lead to creation of job-search materials and a final portfolio which can be used for artist self-promotion or in graduate school applications.
MUS3323	The aim of the internship Program is to provide real-world experience that enables students to put knowledge into action. An internship can help student deepen understanding of the organizational operation and gain relevant skills. Thus, the experiences can benefit to students who apply for further study or jobs in the future. Internship also pave the way to enable students to experience aspects of practice and provide the opportunity for them to work in areas of the field outside their specific expertise; to enable students to observe, analyze, and comment on the interaction between theoretical and practical issues of their programme as it is practiced; and to establish connections between practice and the development of relevant directions. During the work process, students are expected to cultivate team spirits, interpersonal skills and knowing self-limits.
MUS4053	As a level four course, this major elective course builds on musical abilities acquired in previous years analytical techniques, historical methodologies, and research and music performance skills. Various topics will be examined, including the development of the ecclesiastical modes, the beginnings of polyphony and music notation during the medieval time (900-1400), and the rise of the Renaissance Polyphony as the golden age of counterpoint, imitative polyphony, and vocal textures in the period 1400-1600. Particular focus will be given to key works by Perotin, Machaut, Dufay, Ockeghem, Desprez, Lassus, Tallis, Byrd, Palestrina and Victoria. This course is designed to complement the courses of History and Repertoire in the Baroque and Classical Periods (1600-1800), and History and Repertoire of Romantic Music (1800-1900).
MUS2203	This course explores the repertoire and essential ensemble skills in instrumental/vocal technique, expression and performance. Students will be required to form a group (maximum 6 players for instrumental group; maximum 16 singers for vocal ensemble) and attend regular weekly training. Each group has to focus on the stylistic and interpretative characteristics of assigned repertoire as well as performance planning, individual preparation, practice, and rehearsals. These groups are required to perform in a concert in the end of semester.
MUS2233	The course aims to survey the development of the western vocal literature from the Renaissance to the present, with emphasis on vocal music written in Italian, French, German and English. Opera, oratorio, orchestra with choir, and musical theatre will be selected and discussed in the class.
PRA4083	This course will introduce the students to human-computer interaction theories and design processes. The emphasis will be on applied user experience (UX) research and design. The course will present an iterative evaluation centered UX lifecycle and will introduce the students to notions of UX and computer mediated communication (CMC). We will cover a wide spectrum of UX from theories, design, to research and evaluation. In practice and upon the students graduations, they will be working with a team of engineers, designers, researchers, and marketers to develop user-friendly interfaces to engage, entertain, and retain the consumers.
PRA4093	The project allows students to develop an independent, integrated marketing communication plan for an actual client. Under the guidance of a chief adviser, each student generates a client, researches the competitive situation, identifies the target market, and construct a specific part of an integrated marketing communication campaign such as creative, media, public relations, internet marketing, multi-media presentation, or other promotional activities. Students can also choose to conduct an original study, case analysis, or design project on a specific topic in either public relations or advertising.
SWSA2063	This course aims to provide students with an overview of the knowledge and current trends in social innovation and social enterprises; to enable students to examine the basic principles in designing and operating social enterprises for social innovation; to investigate how entrepreneurial skills are developed in social enterprises particularly in relation to balancing meeting social needs and business effectiveness and efficiency; and to critically review current approaches and models of social entrepreneurship and social enterprise in local and international contexts.
SCIT1023	This course is designed to help students acquire the concepts of laboratory safety, properly use chemicals, biological materials, laboratory apparatus; educate students abide by laboratory safety guidelines to meet the national, college level and programme-specific laboratory regulations and management schemes; train students to identify laboratory concerns and make corrections and use laboratory safety equipment including fire equipment to properly handle laboratory emergency; and reinforce their awareness of the possible risks or hazards involved with laboratory work and realize that laboratory is generally a safe place to work if safety guidelines are properly followed.
TAP1003	This is one of the foundational course for students who want to acquire the basic and systematic knowledge about theatre literature. It is also one of the foundational courses for liberal arts. Students are expected to learn the basic history of drama literature in an approach of detailed text analysing. By studying this course, students will gain an in-depth understanding of the basic classic drama texts, as well as the related history of drama art, social history, and material condition. These texts come from literary giants such as ancient Greek drama, Shakespeare, Moliere, Ibsen, Eugene O'Neill, Beckett, etc.
TAP2003	This is an introductory course designed to give student an overview of the theatre and performance. This overview will include the nature and purpose of theatre, and the practice of theatre. The course provides a general background in theatre history and criticism. The course will look intensively into  theatre histories and sample plays, production styles, and personalities from ancient Greece to contemporary theatre from different cultural traditions. Units of study include Greco-Roman drama, medieval drama, Renaissance theatre, neoclassic, and Romantic styles, etc. The course also facilitates appreciation of various period styles in theatre so it acquaints students with the contributions of period playwrights and theatre personalities. It also acquaints students with the past and present contexts and significances of these styles.
TAP2013	This course is designed to provide an extensive theoretical framework of theatre and performance that puts emphasis on the practical sense of theatrical and performative aesthetic in the industries. Students will have in-depth knowledge on the overarching debate that shapes the theatre we see today and on a broader level, how these debates play pivotal roles to shape several aspects of our contemporary cultural life.
TAP2023	This course is the parallel design course being the complement to another design course Performance design, costume and props. This course is designed to provide the basic knowledge, art history and general skill set of the primary visual and audio element other than actors for different types of live genres. By visual it means set design and light design, while audio element means sound and music design for stage and other performance occasions. The goal of this course is to introduce the students to the complexities of setting design, lighting design and sound design from conception to execution. The intent is to make the students to have more than a basic understanding of the contribution that these approaches of design thinking and practices make to a production.
TAP2033	This course is the parallel design course being the complement to another design course Performance design, set, light, sound. It provides an introduction to the principles, elements and practicalities of costume design and prop design, and their relation to general visual design in the Theatre. The students will start from the knowledge and training of art history of fabric art, followed by anthropological approaches of costumes and props, both as tools for performance and aesthetic auxiliary elements. The student will learn how to communicate design choices both visually and verbally through rendering techniques and research.
TAP3023	The goal of the course is to write an original play and explore fundamental tools of playwriting for theatre, film  and TV series. Students will also be trained to work as a dramaturge working for theatre or in contemporary arts. Every week students will bring in found texts such as a newspaper clipping or Internet article that holds the potential for a future play, character, theme, or play location. Final play readings will occur on the last two sessions of the course. Delving into two  three plays from the classical canon, the course will begin with basic analysis of the textaction, character, structure, theme, motifand then investigate historical, socio-political, and theoretical contexts. Focus will be given to applying analysis and research to performance. Class periods will involve active class discussion, small group discussion, creative in-class projects, and written assignments. Preparation time outside of class will be required and will include reading and research. The primary goal of the course is to encourage students to write quickly, fluidly, and fearlessly. Students will write one 10 minutes play (approximately 10 pages) each week, or a 10 pages scene which will be outlined in an assignment. The course will introduce the traditional approach to theatre which is rooted in character and narrative structure, with emphasis on a play's arc through its beginning, turning point, and ending. In class exercises are designed to circumvent students' first lines of defence, to silence the negative editor voice, to experience trusting first instincts, and to encourage students to write both visually and concretely. Each week's assignment will introduce another element of craft, including high and low context dialogue, revealing action, the power of the unspoken word, disrupted ritual, etc. Then the course will deal with the matter that how to transmit these skills of play writing to other disciplines such as film script, experimental script, on site dramaturgy etc.
TAP4003	This course explores the concept and vocabulary of postdramatic theatre from a pedagogical perspective. This course also provides the opportunity to experiment, to explore, to be different and to be innovative. Students will be exposed to the most heated debates in academic and practical world. The course will adopt Practice as Research as primary pedagogical method that try to balance the practical technique, the aesthetic necessity, the critical thinking and the theoretical reflection. Given the exhaustive purview of new theatre/performance around the globe, the course identifies some of the major anxieties and paradoxes generated by teaching postdramatic theatre through practice, with reference to the aesthetic, cultural and institutional pressures that shape teaching practices. It also presents a series of case studies that identify the pedagogical fault lines that expose the power-relations inherent in teaching (with a focus on the higher education sector as opposed to actor training institutions). It uses auto-ethnography, performance analysis and critical theory to assist students involved in directing theatre productions to deepen their understanding of the concept of postdramatic theatre. Then the second part of the course investigates digital media practices at the intersection of virtual and embodied experience, exploring overlapping genres of play, performance, pedagogy, and participatory culture. Topics include digital games, viral videos, popular music circulation, online music and dance lessons, surveillance, interface theory, and the performative aspects of virtual communities. Theoretical approaches draw on scholarship in performance studies, media studies, ethnomusicology, human-computer interaction studies, gender studies, and critical race theory. Equal attention will be given to production, circulation, and reception practices, and consider their contemporary convergence. The course requires critical engagement with a diverse range of media, genres, and cultural contexts, encouraging students to examine and develop their own media practices.
TAP4013	This course brings all the skill sets, technique, aesthetic sensibilities, theoretical and embodied knowledge acquired in other previous courses. The goal of the composition practicum is to develop students practical abilities to stage vivid, moving, meaningful works of theatre. The course will try to conduct the whole procedure similar to real situation as much as possible so the students could gain capacity to survive the first few years in industries as theatre/performance/film professionals. Through structured exercises, scene work, guest artist workshops, and critical analysis of productions with real production and real audience, the practicum seeks to engage the students individually and as a college of directors in an intensive and practical investigation of the art of acting, directing, producing or generally speaking, theatre and performance making. Whether students see themselves primarily as a director/interpreter of text, or as an originating author in any other sense, i.e. as a primary source of new works for the theatre, the course asks students work out collaborative projects that finalising the procedure of undergraduate investigations. Composition here conveys the double sense that both as an editing technique of a performing art and as a final touch to demonstrate the students have mastered the art of defining an artistic problem and designing the practical tasks to move them and their collaborators towards the most creative, engaging theatrical solution possible.
TEM2003	This course is intended to provide students with comprehensive overview of hospitality industry. At the completion of this course, student will understand the major concepts and issues on hospitality industry; will grasp the key components of each sector of the hospitality industry and how they interrelate; will access various career options in the hospitality industry; will apply the contents of the course to an actual on-going hospitality setting.
TEM3003	This course aims to provide students with a broad understanding of the evolution of leisure values, behaviours, and services as well as contemporary issues and trends of leisure service. Students will learn about the theories and practices of recreation and leisure in an international context, and the role of organized leisure in Chinese communities, changing social, economic, political and environmental contexts of leisure and its ties to the fields of hospitality.
TEM3023	This course is designed to be a basic introduction to the club segment of the hospitality industry. It aims to provide comprehensive compilation of concepts and practical subject matters for club management emphasizing effective and efficient operations, which contribute to membership satisfaction. Specific areas of emphasis will include how and why this industry segment exists, the importance of providing member benefits and maintaining the club assets, and club recreational activities and amenities. Students are able to evaluate how changes in the economy, demographics, and societal norms impact club operations and how these changes affect club operation.
TEM3033	This course provides an overview of resort management and operations. The scope of these industries will be discussed along with the principles of successful marketing, management, and development of a resort. This course will introduce students to the operations of modern day resorts, expansion of resorts worldwide, and their operations and characteristics. Students will gain exposure to the wide range and high level of services and activities expected by resort guests and offered by todays resorts.
TEM4013	This course is intended to provide students with comprehensive overview of sustainable tourism. At the completion of this course, students will understand the major concepts and issues in sustainability; will grasp the key components of each aspect of sustainability in tourism and how they interrelate; will access various career options in the tourism and hospitality industry; will apply the contents of the course to an actual on-going hospitality setting.
THEM2003	This course is to examine & analyse the nature, characteristics, and the problems/ issues of the theme park & attractions industry, to prepare and/or evaluate a theme parks/attractions plan or project, and to analyse and evaluate how a theme park/attraction is managed and operated.
THEM2023	This course is to introduce students to the concepts, analyses, and activities that comprise global sports, and to provide students with unique learning opportunities to gain insight into various issues within sports. Upon completion of the course, students will have basic knowledge and skills of managing sports and better understand the rapidly growing sport management field.
THEM2033	The objective of this course is twofold first, we will focus on contemporary challenges that managers and entrepreneurs in food and beverage businesses should be able to face; and second, we will implement appropriate courses of action to satisfy customers and build an advantage over the competition.
