course_code	course_name	prerequisite	unit
MAD4033	NARRATIVE AND INTERACTIVITY IN MEDIA ARTS	N/A	3
MAD4043	PRINCIPLES OF PRODUCT DESIGN	N/A	3
MAD4053	DIGITAL IMAGE MANIPULATION	N/A	3
MAD4063	VISUAL ARTS SINCE 1900	MAD2023 APPRECIATION OF THE ARTS	3
MAD4073	SOCIAL DESIGN	N/A	3
MAD4083	SPECIAL TOPICS IN MEDIA ARTS AND DESIGN SUBJECT	N/A	3
MAD4093	PHYSICAL COMPUTING ADVANCED INTERACTIVE MEDIA	MAD3013 INTERACTIVE ARTS AND DESIGN	3
MAD4103	GAME ART AND 3D ANIMATION	MAD3033 3D DESIGN FUNDAMENTALS	3
MAD4113	PRINCIPLES OF PRODUCT DESIGN AND EXHIBITION	N/A	3
MAD4123	FINAL YEAR PROJECT (MAD)	CTV2033 COMMUNICATION RESEARCH METHODS (for dissertation) or MAD3073 LANGUAGE FOR AUDIO-VISUAL DESIGN (for media arts project)	6
MATH1003	LINEAR ALGEBRA	N/A	3
MATH1053	LINEAR ALGEBRA I	N/A	3
MATH1063	LINEAR ALGEBRA II	MATH1053 LINEAR ALGEBRA I or MATH1003 LINEAR ALGEBRA or MATH1173 LINEAR ALGEBRA	3
MATH1073	CALCULUS I	N/A	3
MATH1083	CALCULUS II	MATH1073 CALCULUS I or MATH1103 CALCULUS or MATH1123 CALCULUS FOR SCIENCE AND ENGINEERING	3
MATH1123	CALCULUS FOR SCIENCE AND ENGINEERING	N/A	3
MATH1153	APPLIED LINEAR ALGEBRA AND LINEAR DYNAMICS	MATH1003 LINEAR ALGEBRA or MATH1053 LINEAR ALGEBRA I, and MATH 1063 LINEAR ALGEBRA II	3
MATH1163	ADVANCED CALCULUS	MATH1123 CALCULUS FOR SCIENCE AND ENGINEERING or MATH1073 CALCULUS I or MATH1103 CALCULUS	3
MATH2003	DISCRETE STRUCTURES	N/A	3
MATH2013	INTRODUCTION TO MATHEMATICAL FINANCE	MATH1073 CALCULUS I	3
MATH2023	ORDINARY AND PARTIAL DIFFERENTIAL EQUATIONS	MATH1063 LINEAR ALGEBRA II, and MATH1083 CALCULUS II	3
MATH2033	MATHEMATICAL STATISTICS	MATH1053 LINEAR ALGEBRA I, and MATH1083 CALCULUS II	3
MATH2043	ORDINARY DIFFERENTIAL EQUATIONS	MATH1063 LINEAR ALGEBRA II, and  MATH1083 CALCULUS II	3
MATH2053	MATHEMATICAL ANALYSIS	MATH1083 CALCULUS II	3
MATH2063	PROBABILITY AND STATISTICS	MATH1063 LINEAR ALGEBRA II, and  ATH1083 CALCULUS II	3
MATH3003	STOCHASTIC PROCESSES AND APPLICATIONS	MATH1063 LINEAR ALGEBRA II, and MATH1083 CALCULUS II, and STAT2023 ADVANCED PROBABILITY	3
MATH3013	DISCRETE MATHEMATICS	MATH1063 LINEAR ALGEBRA II, and  MATH1083 CALCULUS II	3
MATH3033	PARTIAL DIFFERENTIAL EQUATIONS	MATH2043 ORDINARY DIFFERENTIAL EQUATIONS	3
MATH3043	REAL ANALYSIS (FOR MATH STUDENTS)	MATH1083 CALCULUS II	3
MATH3053	NUMERICAL METHODS I	MATH1063 LINEAR ALGEBRA II, and MATH1083 CALCULUS II	3
MATH3063	MULTIVARIATE CALCULUS	MATH1083 CALCULUS II, and MATH1063 LINEAR ALGEBRA II	3
MATH3073	MULTIVARIATE ANALYSIS (FOR MATH STUDENTS)	GCNU1043 INTRODUCTION TO PROBABILITY AND STATISTICS, and  MATH1053 LINEAR ALGEBRA I, and  MATH1063 LINEAR ALGEBRA II	3
MATH3083	MARKOV CHAIN AND QUEUING THEORY	MATH 1053 LINEAR ALGEBRA I, and  MATH 1073 CALCULUS I, and  GCNU1043 INTRODUCTION TO PROBABILITY AND STATISTICS or  MATH2063 PROBABILITY AND STATISTICS	3
MATH3093	SUPPLY CHAIN MODELLING	OR3013 LINEAR PROGRAMMING AND INTEGER PROGRAMMING	3
MATH3143	DIFFERENTIAL GEOMETRY	MATH1063 LINEAR ALGEBRA II, and  MATH1083 CALCULUS II	3
MATH3153	ADVANCED PROBABILITY	MATH1003 LINEAR ALGEBRA or  MATH1053 LINEAR ALGEBRA I, and MATH1073 CALCULUS I or  MATH1103 CALCULUS or  MATH1123 CALCULUS FOR SCIENCE AND ENGINEERING	3
MATH3163	REAL ANALYSIS	MATH1083 CALCULUS II	3
MATH3173	APPLIED STOCHASTIC PROCESS	STAT2023 ADVANCED PROBABILITY or  STAT2063 PROBABILITY THEORY or MATH2063 PROBABILITY AND STATISTICS, and MATH1063 LINEAR ALGEBRA II, and MATH1083 CALCULUS II	3
MATH3183	VECTOR CALCULUS AND COMPLEX ANALYSIS	MATH1063 LINEAR ALGEBRA II, and  MATH1083 CALCULUS II	3
MATH4003	GRAPH THEORY	N/A	3
MATH4023	DIFFERENTIAL EQUATION	MATH1083 CALCULUS II, and MATH1063 LINEAR ALGEBRA II	3
MATH4033	COMPUTATIONAL FINANCE	STAT2003 ADVANCED STATISTICS or MATH2063 PROBABILITY AND STATISTICS	3
MATH4043	ACTUARIAL MATHEMATICS	MATH2013 INTRODUCTION TO MATHEMATICAL FINANCE	3
MATH4053	NUMERICAL METHODS	MATH1083 CALCULUS II, and STAT2043 STRUCTURED PROGRAMMING (FOR STAT STUDENTS) or COMP1023 FOUNDATIONS OF C PROGRAMMING	3
MATH4063	CASE STUDIES IN MATHEMATICAL MODELLING	GCNU1003 SPEAKING OF STATISTICS or  GCNU1043 INTRODUCTION TO PROBABILITY AND STATISTICS or  GCNU1053 STATISTICS FOR SOCIAL SCIENCE or  GCNU1063 BUSINESS STATISTICS or  GFQR1003 A JOURNEY WITH DATA or  GFQR1013 HANDS ON DATA ANALYTICS FOR EVERYONE or GFQR1023 DATA ANALYTICS FOR BUSINESS or  GFQR1033 STATISTICS IN OUR DAILY LIFE, and  MATH1073 CALCULUS I or MATH1103 CALULUS or MATH1123 CALCULUS FOR SCIENCE AND ENGINEERING Course	3
MATH4083	NUMERICAL ANALYSIS	MATH1063 LINEAR ALGEBRA II, and  MATH1083 CALCULUS II, and  COMP3153 C++ PROGRAMMING LANGUAGE or  COMP1023 FOUNDATIONS OF C PROGRAMMING	3
MATH4093	COMPLEX ANALYSIS	MATH1083 CALCULUS II	3
MATH4103	MATHEMATICAL MODELLING	MATH1073 CALCULUS I	3
MATH4113	SELECTED TOPICS IN APPLIED ANALYSIS	MATH1063 LINEAR ALGEBRA II, and  MATH1083 CALCULUS II	3
MATH4123	FINAL YEAR PROJECT I (MATH)	N/A	3
MATH4143	FUNCTIONAL ANALYSIS	MATH1063 LINEAR ALGEBRA II, and MATH3043 REAL ANALYSIS (FOR MATH STUDENTS) or  MATH3163 REAL ANALYSIS	3
MATH4153	NUMERICAL METHODS FOR DIFFERENTIAL EQUATIONS	MATH3053 NUMERICAL METHODS I or  MATH4083 NUMERICAL ANALYSIS	3
MATH4163	FINAL YEAR PROJECT II (MATH)	N/A	3
MCOM1003	INTRODUCTION TO MEDIA STUDIES	N/A	3
MCOM1013	NEW MEDIA, CULTURE AND SOCIETY	N/A	3
MCOM2003	INTRODUCTION TO MEDIA STUDIES	N/A	3
MCOM2013	COMMUNICATION THEORIES I	N/A	3
MCOM2023	COMMUNICATION THEORIES II	MCOM1003 INTRODUCTION TO MEDIA STUDIES or MCOM1013 NEW MEDIA, CULTURE AND SOCIETY or MCOM2013 COMMUNICATION THEORIES I	3
MCOM2033	FOUNDATIONS OF NEWS AND FEATURE REPORTING	N/A	3
MCOM2043	DOCUMENTARY FILM CLASSICS	N/A	3
MCOM2053	REPORTING LABORATORY (1)	MCOM2033 FOUNDATIONS OF NEWS AND FEATURE REPORTING	3
MCOM2063	FOUNDATION OF PHOTOJOURNALISM	N/A	3
MCOM2073	HISTORY OF EAST ASIAN MEDIA AND CULTURE	N/A	3
MCOM2083	MULTIMEDIA PRODUCTION I	MCOM2033 FOUNDATIONS OF NEWS AND FEATURE REPORTING	3
MCOM2093	POPULAR CULTURE AND JOURNALISM	N/A	3
MCOM2103	ENTERTAINMENT JOURNALISM	N/A	3
MCOM2113	INTERNATIONAL ORGANIZATIONS REPORTING	N/A	3
MCOM3003	MEDIA IN CHINA	N/A	3
MCOM3013	RHETORIC OF COMMUNICATION AND MEDIA	N/A	3
MCOM3023	REPORTING LABORATORY (2)	MCOM2033 FOUNDATIONS OF NEWS AND FEATURE REPORTING	3
MCOM3033	INTERNSHIP (MCOM)	N/A	3
MCOM3043	CULTURE, MEDIA AND TOURISM	N/A	3
MCOM3053	SEMINAR IN CULTURAL THEORIES AND GLOBALISATION	N/A	3
MCOM3063	SOCIAL MEDIA ANALYTICS	N/A	3
MCOM3073	RISK, CRISIS, AND COMMUNICATION	N/A	3
MCOM3093	MEDIA RESEARCH METHODS	MCOM2013 COMMUNICATION THEORIES I or MCOM2023 COMMUNICATION THEORIES II	3
MCOM3103	MULTIMEDIA PRODUCTION II	MCOM2083 MULTIMEDIA PRODUCTION I	3
MCOM3113	MULTIMEDIA PRODUCTION III	N/A	3
MCOM3123	INTERNATIONAL COMMUNICATION	MCOM1003 INTRODUCTION TO MEDIA STUDIES or MCOM1013 NEW MEDIA, CULTURE AND SOCIETY	4
MCOM3133	MEDIA LAW AND ETHICS	N/A	3
MCOM3143	ADVANCED REPORTING AND WRITING	MCOM2033 FOUNDATIONS OF NEWS AND FEATURE REPORTING	3
MCOM3163	STUDY ON INTERCULTURAL COMMUNICATION ISSUES	N/A	3
MCOM3173	GENDER, IDENTITY AND THE MEDIA	N/A	3
MCOM3183	PERSUASION IN MEDIA	N/A	3
MCOM3193	JOURNALISM AND TRUTH	N/A	3
MCOM3203	THE LANGUAGE OF JOURNALISM	N/A	3
MCOM3213	COPYEDITING	MCOM2033 FOUNDATIONS OF NEWS AND FEATURE REPORTING	3
MCOM3223	INTERNATIONAL NEWS	N/A	3
MCOM3233	ADVANCED PHOTOJOURNALISM	JOUR2033 PHOTOJOURNALISM	3
MCOM3243	NEWS TRANSLATION	N/A	3
MCOM3253	THEORY AND PRACTICE OF ONLINE VIDEO	N/A	3
MCOM4003	ADVANCED TOPICS IN MEDIA STUDIES	MCOM2013 COMMUNICATION THEORIES I or MCOM2023 COMMUNICATION THEORIES II	3
MCOM4013	CONVERGENT JOURNALISM	MCOM2033 FOUNDATIONS OF NEWS AND FEATURE REPORTING	3
MCOM4023	EDITING LABORATORY	N/A	3
MCOM4033	FINAL YEAR PROJECT (MCOM)	JOUR3053 MASS MEDIA RESEARCH METHODS	3
MCOM4043	MEDIA AND LIBERALISM	N/A	3
MCOM4053	ANALYSIS OF MEDIA CONTENT AND MEDIA FRAMES	N/A	3
MCOM4063	BUSINESS AND FINANCIAL REPORTING	N/A	3
MCOM4073	FINAL YEAR PROJECT (MCOM)	MCOM3093 MEDIA RESEARCH METHODS	6
MCOM4083	ADVANCED AUDIO PRODUCTION	N/A	3
MCOM4093	TECHNOCULTURE	N/A	3
MHR3003	HUMAN RESOURCE MANAGEMENT	N/A	3
MHR3013	HUMAN RESOURCE DEVELOPMENT	N/A	3
MHR3023	RECRUITMENT AND SELECTION	N/A	3
MHR3033	PERFORMANCE MANAGEMENT AND REWARDS	MHR3003 HUMAN RESOURCE MANAGEMENT	3
MHR3043	LABOUR RELATIONS AND LAW	MHR3003 HUMAN RESOURCE MANAGEMENT	3
MHR3063	GLOBAL HUMAN RESOURCE MANAGEMENT	MHR3003 HUMAN RESOURCE MANAGEMENT	3
MHR3073	APPLIED SOCIAL PSYCHOLOGY IN ORGANISATIONS	BUS2003 ORGANISATIONAL BEHAVIOUR	3
MHR3083	PREDICTIVE HUMAN RESOURCE ANALYTICS	MHR3003 HUMAN RESOURCE MANAGEMENT	3
MHR4003	HUMAN RESOURCE STRATEGY AND PLANNING	MHR3003 HUMAN RESOURCE MANAGEMENT	3
MHR4013	HUMAN RESOURCE MANAGEMENT IN CHINA	MHR3003 HUMAN RESOURCE MANAGEMENT	3
MKT2003	PRINCIPLES OF MARKETING MANAGEMENT	N/A	3
MKT2013	SERVICE LEARNING AND COMMUNITY ENGAGEMENT	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT Other Condition(s): Students must have at least year 3 standing	3
MKT2023	DIGITAL MARKETING STRATEGY	N/A	3
MKT3003	CUSTOMER RELATIONSHIP MANAGEMENT	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT3013	GLOBAL MARKETING	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT3023	MARKETING RESEARCH	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT, and BUS3023 BUSINESS RESEARCH METHODS	3
MKT3033	CONSUMER BEHAVIOUR	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT3043	BRAND MANAGEMENT	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT3053	MARKETING INTERNSHIP	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT3063	RESPONSIBLE MARKETING	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT3073	MARKETING COMMUNICATIONS	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT3083	DIGITAL MARKETING ANALYTICS	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT3093	LUXURY AND FASHION DIGITAL MARKETING	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT3103	DIGITAL CONTENT PRODUCTION AND MANAGEMENT	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT4003	MARKETING STRATEGY	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT4013	SERVICES MARKETING	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT4023	MARKETING MANAGEMENT IN CHINA	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT4033	RETAIL MANAGEMENT	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT4043	SALES MANAGEMENT	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MKT4053	BUSINESS TO BUSINESS MARKETING	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
MT1003	MILITARY TRAINING	N/A	2
MUS1043	MUSIC HISTORY: FILM MUSIC	N/A	3
MUS1083	CHORAL STUDIES	N/A	3
MUS1093	MUSIC THEORY	N/A	3
MUS1103	ORCHESTRAL STUDIES	N/A	3
MUS1113	INTRODUCTION TO WORLD MUSIC	N/A	3
MUS1123	CHAMBER MUSIC STUDIES	N/A	3
MUS1153	THE ART AND CRAFT OF SONGWRITING	N/A	3
MUS1163	MUSIC THEORY AND EAR TRAINING I	N/A	3
MUS1173	PERFORMANCE SKILLS I	N/A	1
MUS1193	MUSIC THEORY AND EAR TRAINING II	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS1203	PERFORMANCE SKILLS II	MUS1173 PERFORMANCE SKILLS I	1
MUS1223	MUSIC PERFORMANCE STUDIO I	N/A	1
MUS1243	MUSIC PERFORMANCE STUDIO II	N/A	1
MUS2003	COMPOSITIONAL TECHNIQUES	MUS1093 MUSIC THEORY	3
MUS2013	HISTORY OF WESTERN CLASSICAL MUSIC	N/A	3
MUS2023	HISTORY OF WESTERN CLASSICAL MUSIC	N/A	3
MUS2033	AURAL TRAINING	N/A	3
MUS2043	MUSIC HARMONY AND ANALYSIS I	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS2053	ADVANCED PERFORMANCE SKILLS I	MUS1203 PERFORMANCE SKILLS II	1
MUS2063	ADVANCED PERFORMANCE SKILLS II	MUS2053 ADVANCED PERFORMANCE SKILLS I	1
MUS2073	STUDIO RECORDING TECHNIQUES	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS2083	FROM CHARLIE CHAPLIN TO JOHN WILLIAMS. FILM MUSIC: HISTORY AND  THEORY	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS2093	INSTRUMENT PEDAGOGY	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS2103	POPULAR MUSIC	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS2113	ESSENTIALS OF SONG-WRITING	N/A	3
MUS2123	MUSIC BUSINESS MANAGEMENT	N/A	3
MUS2133	MUSIC HARMONY AND ANALYSIS II	MUS2043 MUSIC HARMONY AND ANALYSIS I	3
MUS2143	CHINESE MUSIC: HISTORY AND THEORY	N/A	3
MUS2153	PSYCHOLOGY OF MUSIC EDUCATION	N/A	3
MUS2183	KEYBOARD PERFORMANCE STUDIES I	N/A	3
MUS2193	KEYBOARD PERFORMANCE STUDIES II	MUS2183 KEYBOARD PERFORMANCE STUDIES I	3
MUS2203	ENSEMBLE STUDIES	N/A	3
MUS2213	TECHNOLOGY OF MUSIC AND SOUND FOR SCREEN	MUS1093 MUSIC THEORY	3
MUS2223	HISTORY OF WESTERN CLASSICAL MUSIC: THE AMERICAN MUSICAL	N/A	3
MUS2233	VOCAL LITERATURE AND REPERTOIRE	N/A	3
MUS2253	MUSIC PERFORMANCE STUDIO III	N/A	1
MUS2263	MUSIC PERFORMANCE STUDIO IV	N/A	1
MUS2273	KEYBOARD SKILLS I	MUS1193 MUSIC THEORY AND EAR TRAINING II, or Instructors permission	3
MUS2283	KEYBOARD SKILLS II	MUS2273 KEYBOARD SKILLS I, or Instructors permission	3
MUS3003	MUSIC SINCE 1945	MUS1093 MUSIC THEORY	3
MUS3013	CREATIVE MUSIC TECHNOLOGY	MUS1093 MUSIC THEORY	3
MUS3023	TONAL COUNTERPOINT	MUS1093 MUSIC THEORY	3
MUS3033	FORM AND STYLE I	MUS2133 MUSIC HARMONY AND ANALYSIS II	3
MUS3043	FORM AND STYLE II	MUS3033 FORM AND STYLE I	3
MUS3053	HISTORY AND REPERTOIRE OF BAROQUE AND CLASSICAL MUSIC	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS3063	HISTORY AND REPERTOIRE OF ROMANTIC MUSIC	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS3073	ENSEMBLE A: I	N/A	1
MUS3083	ENSEMBLE A: II	MUS3073 ENSEMBLE A: I	1
MUS3093	ENSEMBLE B: I	MUS3083 ENSEMBLE A: II	1
MUS3103	ENSEMBLE B: II	MUS3093 ENSEMBLE B: I	1
MUS3113	PRINCIPAL STUDY I: PERFORMANCE	MUS2063 ADVANCED PERFORMANCE SKILLS II	2
MUS3123	PRINCIPAL STUDY II: PERFORMANCE	MUS3113 PRINCIPAL STUDY I: PERFORMANCE	2
MUS3133	JAZZ HARMONY	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS3143	COMPOSING AND ARRANGING MUSIC FOR EDUCATION	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS3263	MUSIC PERFORMANCE STUDIO V	N/A	2
MUS3283	VOCAL PEDAGOGY	N/A	3
MUS3303	MUSICAL THEATRE	N/A	3
MUS3313	MUSIC CAREER PLANNING SEMINAR	N/A	3
MUS3323	MUSICAL ARTS INTERNSHIP	N/A	3
MUS4003	HISTORY AND REPERTOIRE FROM 1900 AND BEYOND	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS4013	PRINCIPLES OF MUSIC EDUCATION	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS4023	FINAL YEAR PROJECT (MUS)	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
MUS4043	PRINCIPAL STUDY III: PERFORMANCE	MUS3123 PRINCIPAL STUDY II: PERFORMANCE	3
MUS4053	MUSIC IN THE MEDIEVAL AND RENAISSANCE PERIODS	N/A	3
MUS4063	JAZZ IMPROVISATION	MUS3133 JAZZ HARMONY	3
MUS4073	CREATING MUSIC AND SOUND FOR NEW MEDIA	MUS1163 MUSIC THEORY AND EAR TRAINING I	3
OR2003	DYNAMIC PROGRAMMING	MATH1073 CALCULUS I	3
OR3003	LOGISTICS	N/A	3
OR3013	LINEAR PROGRAMMING AND INTEGER PROGRAMMING	MATH1053 LINEAR ALGEBRA I	3
OR3023	SIMULATION	STAT2003 ADVANCED STATISTICS or STAT2023 ADVANCED PROBABILITY or STAT2063 PROBABILITY THEORY or STAT3083 APPLIED STATISTICS	3
OR4003	DYNAMIC PROGRAMMING INVENTORY CONTROL	OR3013 LINEAR PROGRAMMING AND INTEGER PROGRAMMING	3
OR4013	ADVANCED TOPICS IN OPERATIONS RESEARCH	OR3013 LINEAR PROGRAMMING AND INTEGER PROGRAMMING	3
OR4023	OPTIMIZATION	MATH1053 LINEAR ALGEBRA I or MATH1003 LINEAR ALGEBRA, and MATH1073 CALCULUS I or  MATH1123 CALCULUS FOR SCIENCE AND ENGINEERING	3
OR4033	NETWORK AND TRANSPORTATION MODELS	OR3013 LINEAR PROGRAMMING AND INTEGER PROGRAMMING	3
PHYS2003	PRINCIPLES OF PHYSICS	N/A	3
POLS1003	FOUNDATIONS OF POLITICAL SCIENCE	N/A	3
POLS1013	FOUNDATIONS OF WORLD GEOGRAPHY	N/A	3
POLS2033	INTRODUCTION TO RESEARCH METHODS	N/A	3
POLS2073	COOPERATION AND PROGRESS IN THE GUANGDONG-HONG KONG-MACAU  GREATER BAY AREA	N/A	3
POLS3003	PRINCIPLES OF INTERNATIONAL LAW	N/A	3
POLS3093	INTERNATIONAL ORGANISATIONS	N/A	3
POLS3163	CONTEMPORARY EUROPE-ASIA INTERACTIONS	N/A	3
POLS3203	INTRODUCTION TO SUSTAINABLE DEVELOPMENT	N/A	3
POLS3253	GLOBAL ROUTES OF TRADE AND INVESTMENT	N/A	3
POLS3263	GLOBAL ENVIRONMENTAL GOVERNANCE	N/A	3
POLS3273	GROWTH, INNOVATION AND DEVELOPMENT: CASE STUDIES	N/A	3
POLS3283	SOCIETY, ENVIRONMENT AND DEVELOPMENT IN AFRICA	N/A	3
POLS3303	GOVERNANCE AND SOCIETY IN NORTHEAST ASIA	N/A	3
POLS3313	GOVERNANCE AND SOCIETY IN NORTH AMERICA	N/A	3
POLS3323	GOVERNANCE AND SOCIETY IN LATIN AMERICA	N/A	3
PRA2003	PRINCIPLES OF PUBLIC RELATIONS	N/A	3
PRA2013	PRINCIPLES OF ADVERTISING	N/A	3
PRA2033	COMPUTER VISUAL DESIGN	N/A	3
PRA2043	PUBLICATION DESIGN	N/A	3
PRA2053	CASES STUDIES IN PUBLIC RELATIONS AND ADVERTISING	N/A	3
PRA3003	CONSUMER BEHAVIOUR	PRA2013 PRINCIPLES OF ADVERTISING	3
PRA3013	PUBLIC RELATIONS WRITING	PRA2003 PRINCIPLES OF PUBLIC RELATIONS	3
PRA3023	ADVERTISING COPYWRITING	PRA2013 PRINCIPLES OF ADVERTISING	3
PRA3033	RESEARCH IN PUBLIC RELATIONS AND ADVERTISING	COMM3003 COMMUNICATION RESEARCH	3
PRA3043	GRAPHIC COMMUNICATION	PRA2033 COMPUTER VISUAL DESIGN or PRA2043 PUBLICATION DESIGN	3
PRA3053	ADVANCED DESIGN AND VISUALISATION	PRA2033 COMPUTER VISUAL DESIGN	3
PRA3063	DIGITAL MEDIA AND STRATEGIC COMMUNICATION	N/A	3
PRA3073	BRANDING IN ADVERTISING	N/A	3
PRA3083	CRISIS MANAGEMENT AND RISK COMMUNICATION	PRA2003 PRINCIPLES OF PUBLIC RELATIONS	3
PRA3093	MEDIA AND EVENT PLANNING	PRA2003 PRINCIPLES OF PUBLIC RELATIONS, or PRA2013 PRINCIPLES OF ADVERTISING	3
PRA3103	ADVERTISING PORTFOLIO DEVELOPMENT	N/A	3
PRA3113	PHOTOGRAPHY AND VIDEOGRAPHY IN ADVERTISING	N/A	3
PRA4003	ADVERTISING AND SOCIETY	N/A	3
PRA4013	SPECIAL TOPICS IN PUBLIC RELATIONS AND ADVERTISING	N/A	3
PRA4023	FINAL YEAR PROJECT (PRA)	N/A	3
PRA4033	INTEGRATED MARKETING COMMUNICATION	PRA2003 PRINCIPLES OF PUBLIC RELATIONS, or PRA2013 PRINCIPLES OF ADVERTISING	3
PRA4043	ADVERTISING REGULATION AND ETHICS	N/A	3
PRA4053	PUBLIC RELATIONS AND ADVERTISING INTERNSHIP	N/A	3
PRA4063	PUBLIC RELATIONS AND ADVERTISING STRATEGIC CAMPAIGNS	PRA2003 PRINCIPLES OF PUBLIC RELATIONS or PRA2013 PRINCIPLES OF ADVERTISING	3
PRA4073	BIG DATA AND ADVERTISING	PRA2003 PRINCIPLES OF PUBLIC RELATIONS or PRA2013 PRINCIPLES OF ADVERTISING	3
PRA4083	HUMAN COMPUTER INTERACTION	N/A	3
PRA4093	FINAL YEAR PROJECT (PRA)	N/A	6
PRA4663	PUBLIC RELATIONS AND ADVERTISING	PRA2003 PRINCIPLES OF PUBLIC RELATIONS, or PRA2013 PRINCIPLES OF ADVERTISING	3
PSY2003	BIOLOGICAL PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY2013	RESEARCH METHODS IN PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY2023	SOCIAL PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY2033	DEVELOPMENTAL PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY2043	INTRODUCTION TO PSYCHOLOGY	N/A	3
PSY2053	EDUCATIONAL PSYCHOLOGY AND CLASSROOM PRACTICE	N/A	3
PSY3003	THEORIES OF HUMAN PERSONALITY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3013	THEORIES OF LEARNING	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3023	ABNORMAL PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3033	FORENSIC PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3043	CONSUMER PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3053	EDUCATIONAL PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3063	PSYCHOLOGY OF CULTURAL DIVERSITY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3073	EXPERIMENTAL PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3103	POSITIVE PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3113	NEUROPSYCHOLOGY OF LANGUAGE	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3123	FORENSIC PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3133	HISTORY AND SYSTEMS IN PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3143	THE PSYCHOLOGY OF DECISION-MAKING	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY3183	PSYCHOLOGICAL ASSESSMENT AND TESTING	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY4003	HUMAN COGNITIVE PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY4004	FINAL YEAR PROJECT I (PSY)	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY4005	FINAL YEAR PROJECT II (PSY)	PSY2043 INTRODUCTION TO PSYCHOLOGY, and PSY4004 FINAL YEAR PROJECT I (PSY)	3
PSY4013	COUNSELLING PSYCHOLOGY	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY4023	INTERPERSONAL AND GROUP DYNAMICS	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
PSY4033	SPECIAL TOPIC IN PSYCHOLOGY: HUMAN FACTORS AND ERGONOMICS	PSY2043 INTRODUCTION TO PSYCHOLOGY	3
